new_num_id,concept_id,brand_name,ingredient_num,ingredient,ingredient_1,atc code,atc_level
49162,40009867,Entaprin,1,aspirin,acetylsalicylic acid,B01AC06,5th level
49183,40009868,Entercote,1,aspirin,acetylsalicylic acid,B01AC06,5th level
195112,40152645,Entereg,1,alvimopan,,A06AH02,5th level
250531,42706290,Enterocina,1,loperamide,,A07DA03,5th level
212458,40173344,Entex,1,pseudoephedrine,,R01BA02,5th level
189570,40147978,Entex HC Discontinued,3,phenylephrine,,C01CA06,5th level
189568,40147978,Entex HC Discontinued,1,guaifenesin,,R05CA03,5th level
189569,40147978,Entex HC Discontinued,2,hydrocodone,,R05DA03,5th level
244399,40243797,Entex S,1,dextromethorphan,,R05DA09,5th level
270019,44814217,Entocort,1,budesonide,,A07EA06,5th level
209352,40168613,Entre-S,3,pseudoephedrine,,R01BA02,5th level
209351,40168613,Entre-S,2,dextromethorphan,,R05DA09,5th level
209350,40168613,Entre-S,1,chlorpheniramine,chlorphenamine,R06AB04,5th level
281716,46275728,Entresto,1,sacubitril,,C09DX04,5th level
205192,40163607,Entrocel,1,hypromellose,,S01KA02,5th level
85660,40043679,Entuss,1,guaifenesin,,R05CA03,5th level
85661,40043679,Entuss,2,hydrocodone,,R05DA03,5th level
85179,40043647,Entuss D,3,pseudoephedrine,,R01BA02,5th level
85177,40043647,Entuss D,1,guaifenesin,,R05CA03,5th level
85178,40043647,Entuss D,2,hydrocodone,,R05DA03,5th level
179383,40141524,Entuss Expectorant,1,guaiacolsulfonate,,R05CA09,5th level
179384,40141524,Entuss Expectorant,2,hydrocodone,,R05DA03,5th level
89021,40046077,Entuss-D Liquid,2,pseudoephedrine,,R01BA02,5th level
89020,40046077,Entuss-D Liquid,1,hydrocodone,,R05DA03,5th level
820,792759,Entyce,1,capromorelin,somatropin,H01AC01,5th level
282262,46275953,Entyvio,1,vedolizumab,,L04AA33,5th level
186859,40146967,Enulose,1,lactulose,,A06AD11,5th level
284509,46287718,Envarsus,1,tacrolimus,,D11AH01,5th level
192718,40150386,Enzycap,1,amylase,,A09AA02,5th level
194545,40151680,Enzymax,1,amylase,,A09AA02,5th level
265210,43560167,Epaned,1,enalapril,,C09AA02,5th level
278965,46233960,Epanova,1,omega-3 carboxylic acids,,A11HX00,3rd level
121969,40075266,Epanutin,1,phenytoin,,N03AB02,5th level
28981,36249212,Epclusa,1,sofosbuvir,,J05AP55,5th level
157081,40119709,Epermax,1,pergolide,,N04BC02,5th level
244042,40243577,Ephed 60,1,pseudoephedrine,,R01BA02,5th level
19951,35200839,Epidiolex,1,cannabidiol,,N03AX24,5th level
40701,40004055,Epidrin,3,isometheptene,,A03AX10,5th level
40699,40004055,Epidrin,1,acetaminophen,paracetamol,N02BE01,5th level
40700,40004055,Epidrin,2,dichloralphenazone,,N05CC04,5th level
178501,40140709,Epilim,1,valproate,valproic　acid,N03AG01,5th level
60544,40021197,Epimaz,1,carbamazepine,,N03AF01,5th level
282808,46276152,Epipen,1,epinephrine,,A01AD01,5th level
60565,40021198,Epitol,1,carbamazepine,,N03AF01,5th level
94690,40051185,Epivir,1,lamivudine,,J05AF05,5th level
94669,40051184,Epivir HBV,1,lamivudine,,J05AF05,5th level
82468,40040599,Epodyl,1,ethoglucid,etoglucid,L01AG01　,5th level
169324,40133673,Epogam,1,gamma-linolenate,,D11AX02,5th level
26608,35605568,Epogen,1,epoetin alfa,erythropoietin　,B03XA01,5th level
80977,40038946,Eprex,1,epoetin alfa,erythropoietin　,B03XA01,5th level
158614,40123033,Eprident,1,aluminum chloride,,D10AX01,5th level
158909,40123652,Epzicom,2,lamivudine,,J05AF05,5th level
158908,40123652,Epzicom,1,abacavir,,J05AF06,5th level
52585,40012589,Equagesic,1,aspirin,acetylsalicylic acid,B01AC06,5th level
52586,40012589,Equagesic,2,meprobamate,,N05BC01,5th level
198073,40154809,Equalize Gas Relief Drops,1,simethicone,simeticone,A03AX1,5th level
105820,40062107,Equanil,1,meprobamate,,N05BC01,5th level
30094,36249886,Equell,1,ivermectin,,D11AX22,5th level
160147,40125529,Equetro,1,carbamazepine,,N03AF01,5th level
259792,43012904,Equi-Bute,1,phenylbutazone,,M01AA01,5th level
166615,40131877,Equi-Cyte F,1,ferrous fumarate,,B03AA02,5th level
166616,40131877,Equi-Cyte F,2,folic acid,,B03BB01,5th level
259813,43012905,Equi-Phar,1,phenylbutazone,,M01AA01,5th level
88139,40045288,Equibron G,2,theophylline,,R03DA04,5th level
88138,40045288,Equibron G,1,guaifenesin,,R05CA03,5th level
224323,40228342,Equidone,1,domperidone,,A03FA03,5th level
56974,40017363,Equilet,1,calcium carbonate,,A02AC01,5th level
99583,40054868,Equilon,1,mebeverine,,A03AA04,5th level
30241,36249925,Equimax,1,ivermectin,,D11AX22,5th level
30242,36249925,Equimax,2,praziquantel,,P02BA01,5th level
30220,36249919,Equioxx,1,dexmedetomidine,dexmedetomidine,N05CM18,5th level
222496,40226239,Equistrength,1,pyrantel,,P02CC01,5th level
274115,45775452,Equisul SDT,2,trimethoprim,,J01EA01,5th level
274114,45775452,Equisul SDT,1,sulfadiazine,,J01EC02,5th level
253618,42799855,Equizone,1,phenylbutazone,,M01AA01,5th level
30136,36249894,Eqvalan,1,ivermectin,,D11AX22,5th level
146896,40099639,Eradacin,1,rosoxacin,,J01MB01,5th level
125413,40078043,Eraldin,1,practolol,,C07AB01,5th level
216910,40220934,Eraxis,1,anidulafungin,,J02AX06,5th level
283249,46276298,Erbitux,1,cetuximab,,L01XC06,5th level
142843,40094764,Erex,1,yohimbine,,G04BE04,5th level
96265,40052274,Ergamisol,1,levamisole,,P02CE01,5th level
192004,40149581,Ergotrate,1,ergonovine,ergometrine,G02AB03,5th level
115816,40069857,Eridium,1,phenazopyridine,,G04BX06,5th level
249397,42705848,Erivedge,1,vismodegib,,L01XX43,5th level
3319,963996,Erleada,1,apalutamide,,L02BB05,5th level
81922,40040069,Erwinase,1,asparaginase,,L01XX02,5th level
9262,1361407,Erwinaze,1,asparaginase,,L01XX02,5th level
82762,40040892,Ery-Tab,1,erythromycin,,D10AF02,5th level
153406,40112582,EryPed,1,erythromycin,,D10AF02,5th level
177619,40140202,Eryc,1,erythromycin,,D10AF02,5th level
82699,40040888,Erymax,1,erythromycin,,D10AF02,5th level
82678,40040887,Erymax Sprinkle,1,erythromycin,,D10AF02,5th level
82951,40041248,Erymin,1,erythromycin,,D10AF02,5th level
21484,35603131,Erythrocin,1,erythromycin,,D10AF02,5th level
183373,40144894,Erythrocin Stearate,1,erythromycin,,D10AF02,5th level
83161,40041262,Erythrocot,1,erythromycin,,D10AF02,5th level
82972,40041249,Erythrolar,1,erythromycin,,D10AF02,5th level
153427,40112583,Erythromicin,1,erythromycin,,D10AF02,5th level
83077,40041254,Erythroped,1,erythromycin,,D10AF02,5th level
83203,40041264,Erythroped A,1,erythromycin,,D10AF02,5th level
82993,40041250,Erythroped Forte,1,erythromycin,,D10AF02,5th level
83035,40041252,Erythroped PI,1,erythromycin,,D10AF02,5th level
83014,40041251,Erythroped PI SF,1,erythromycin,,D10AF02,5th level
83056,40041253,Erythroped SF,1,erythromycin,,D10AF02,5th level
173986,40137485,Eryzole,1,erythromycin,,D10AF02,5th level
173987,40137485,Eryzole,2,sulfisoxazole,,J01EB05,5th level
15310,1593927,Esbriet,1,pirfenidone,,L04AX05,5th level
39397,40002869,Esgic,1,acetaminophen,paracetamol,N02BE01,5th level
39398,40002869,Esgic,2,butalbital,combinations of barbiturates,N05CB01,5th level
39399,40002869,Esgic,3,caffeine,,N06BC01,5th level
88516,40045760,Esidrix,1,hydrochlorothiazide,,C03AA03,5th level
87529,40044730,Esimil,1,guanethidine,,C02CC02,5th level
87530,40044730,Esimil,2,hydrochlorothiazide,,C03AA03,5th level
37024,40000561,Eskalith,1,lithium carbonate,lithium,N05AN01,5th level
36982,40000557,Eskalith-CR,1,lithium carbonate,lithium,N05AN01,5th level
35092,37498687,Esperoct,1,factor viii,coagulation factor viii　,B02BD02,5th level
124405,40077839,Espotabs,1,phenolphthalein,,A06AB04,5th level
168631,40133129,Essian,1,"estrogens, esterified (usp)",,G03AA00,4th level
168632,40133129,Essian,2,methyltestosterone,,G03BA02,5th level
82447,40040566,Estinyl,1,ethinyl estradiol,ethinylestradiol,G03CA01,5th level
26104,35605332,Estomaquil,1,bismuth subsalicylate,,A07BB00,4th level
266617,44506476,Estomax,1,bismuth subsalicylate,,A07BB00,4th level
153280,40112341,Estra AQ,1,estrone,,G03CA07,5th level
222980,40226833,Estra-Testrin,2,testosterone,,G03BA03,5th level
222979,40226833,Estra-Testrin,1,estradiol,,G03CA03,5th level
79423,40037555,Estrace,1,estradiol,,G03CA03,5th level
80137,40037894,Estracyt,1,estramustine,,L01XX11,5th level
79570,40037583,Estragyn 5,1,estrone,,G03CA07,5th level
80620,40038635,Estratab,1,"estrogens, esterified (usp)",,G03AA00,4th level
80452,40038316,Estratest,1,"estrogens, esterified (usp)",,G03AA00,4th level
80453,40038316,Estratest,2,methyltestosterone,,G03BA02,5th level
158425,40122643,Estre,1,levothyroxine,levothyroxine　sodium,H03AA01,5th level
80683,40038679,Estro-A,1,estrone,,G03CA07,5th level
80704,40038680,Estrogenic,1,estrone,,G03CA07,5th level
23269,35603884,Ethamolin,1,ethanolamine oleate,monoethanolamine oleate　,C05BB01,5th level
104077,40059908,Ethaquin,1,ethaverine,,C08XX00,2nd level
104098,40059909,Ethatab,1,ethaverine,,C08XX00,2nd level
104119,40059910,Ethavex-100,1,ethaverine,,C08XX00,2nd level
136060,40088073,Ethimil MR,1,verapamil,,C08DA01,5th level
104266,40060441,Ethmozine,1,moricizine,moracizine,C01BG01,5th level
216763,40220824,Ethyol,1,amifostine,,V03AF05,5th level
153133,40111802,Etodalac,1,etodolac,,M01AB08,5th level
239317,40239173,Etogesic,1,etodolac,,M01AB08,5th level
153154,40111803,Etoplac,1,etodolac,,M01AB08,5th level
28036,35606291,Etopophos,1,etoposide,,L01CB01,5th level
47672,40008833,Etrafon,2,perphenazine,,N05AB03,5th level
47671,40008833,Etrafon,1,amitriptyline,,N06AA09,5th level
152692,40109914,Etwon,1,thyroid (usp),,V03XX00,2nd level
140743,40092147,Eucardic,1,carvedilol,,C07AG02,5th level
89272,40046206,Euglucon,1,glyburide,glibenclamide,A10BB01,5th level
132910,40085324,Euhypnos,1,temazepam,,N05CD07,5th level
79801,40037755,Eulexin,1,flutamide,,L02BB01,5th level
52291,40012392,Eumydrin,1,atropine,,A03BA01,5th level
238625,40238921,Euthasol,2,phenytoin,,N03AB02,5th level
238624,40238921,Euthasol,1,pentobarbital,,N05CA01,5th level
135094,40087473,Euthyrox,1,levothyroxine,levothyroxine　sodium,H03AA01,5th level
124426,40077840,Evac-U-Gen,1,phenolphthalein,,A06AB04,5th level
77743,40035927,Evacalm,1,diazepam,,N05BA01,5th level
142066,40093756,Evadyne,1,butriptyline,,N06AA15,5th level
186880,40146968,Evalose,1,lactulose,,A06AD11,5th level
8464,1360994,Evekeo,1,amphetamine,amfetamine,N06BA01,5th level
134296,40086577,Everone,1,testosterone,,G03BA03,5th level
231358,40233783,Evict,1,pyrantel,,P02CC01,5th level
131020,40083768,Evista,1,raloxifene,,G03XC01,5th level
245260,42543886,Evivo,1,bifidobacterium infantis,,A07FA01,5th level
22492,35603554,Evomela,1,melphalan,,L01AA03,5th level
276592,45892117,Evotaz,1,atazanavir,,J05AE08,5th level
276593,45892117,Evotaz,2,cobicistat,,V03AX03,5th level
141520,40093023,Evoxac,1,cevimeline,,N07AX03,5th level
72661,40031908,Evoxin,1,domperidone,,A03FA03,5th level
31291,37002540,Evrysdi,1,risdiplam,,M09AX10,5th level
281863,46275773,Evzio,1,naloxone,,A06AH04,5th level
124447,40077844,Ex-Lax,1,phenolphthalein,,A06AB04,5th level
251434,42706539,Ex-Lax Extra Gentle,1,docusate,docusate　sodium,A06AA02,5th level
251435,42706539,Ex-Lax Extra Gentle,2,phenolphthalein,,A06AB04,5th level
178207,40140405,Ex-Lax Gentle Nature,1,sennosides,senna glycosides　,A06AB06,5th level
77995,40036053,Ex-Lax Gentle Strength,1,docusate,docusate　sodium,A06AA02,5th level
77996,40036053,Ex-Lax Gentle Strength,2,sennosides,senna glycosides　,A06AB06,5th level
129193,40081555,Ex-Lax Maximum Relief Formula,1,sennosides,senna glycosides　,A06AB06,5th level
105778,40061974,Ex-Lax Milk of Magnesia,1,magnesium hydroxide,,A02AA04,5th level
129214,40081556,Ex-Lax Regular Strength Pills,1,sennosides,senna glycosides　,A06AB06,5th level
72472,40031557,Ex-Lax Stool Softener,1,docusate,docusate　sodium,A06AA02,5th level
39650,40003493,Ex-Pain,2,aspirin,acetylsalicylic acid,B01AC06,5th level
39649,40003493,Ex-Pain,1,acetaminophen,paracetamol,N02BE01,5th level
39651,40003493,Ex-Pain,3,caffeine,,N06BC01,5th level
54727,40015049,Ex-lax Ultra,1,bisacodyl,,A06AB02,5th level
213718,40174853,Exalgo,1,hydromorphone,,N02AA03,5th level
206978,40166578,Exall,2,guaifenesin,,R05CA03,5th level
206977,40166578,Exall,1,carbetapentane,pentoxyverine,R05DB05,5th level
258428,42901495,Exaprin,2,aspirin,acetylsalicylic acid,B01AC06,5th level
258427,42901495,Exaprin,1,acetaminophen,paracetamol,N02BE01,5th level
258429,42901495,Exaprin,3,caffeine,,N06BC01,5th level
262060,43526477,Excede,1,ceftiofur,,J01DD90,5th level
39671,40003496,Excedrin,2,aspirin,acetylsalicylic acid,B01AC06,5th level
39670,40003496,Excedrin,1,acetaminophen,paracetamol,N02BE01,5th level
39672,40003496,Excedrin,3,caffeine,,N06BC01,5th level
178292,40140510,Excedrin Back & Body,2,aspirin,acetylsalicylic acid,B01AC06,5th level
178291,40140510,Excedrin Back & Body,1,acetaminophen,paracetamol,N02BE01,5th level
273316,45775023,Excedrin Mild Headache,1,acetaminophen,paracetamol,N02BE01,5th level
273317,45775023,Excedrin Mild Headache,2,caffeine,,N06BC01,5th level
38411,40002651,Excedrin PM,2,diphenhydramine,,D04AA32,5th level
38410,40002651,Excedrin PM,1,acetaminophen,paracetamol,N02BE01,5th level
274304,45775633,Excedrin PM Triple Action,2,aspirin,acetylsalicylic acid,B01AC06,5th level
274305,45775633,Excedrin PM Triple Action,3,diphenhydramine,,D04AA32,5th level
274303,45775633,Excedrin PM Triple Action,1,acetaminophen,paracetamol,N02BE01,5th level
175162,40138389,Excedrin Quick Tab,1,acetaminophen,paracetamol,N02BE01,5th level
175163,40138389,Excedrin Quick Tab,2,caffeine,,N06BC01,5th level
39817,40003562,Excedrin Tension Headache,1,acetaminophen,paracetamol,N02BE01,5th level
39818,40003562,Excedrin Tension Headache,2,caffeine,,N06BC01,5th level
212038,40172702,Excel Roundworm De Wormer,1,piperazine,,P02CB01,5th level
258070,42901206,Excenel,1,ceftiofur,,J01DD90,5th level
163824,40129355,Excof,3,phenylephrine,,C01CA06,5th level
163823,40129355,Excof,2,hydrocodone,,R05DA03,5th level
163822,40129355,Excof,1,carbinoxamine,,R06AA08,5th level
189946,40148009,ExeClear,1,guaifenesin,,R05CA03,5th level
189947,40148009,ExeClear,2,hydrocodone,,R05DA03,5th level
208532,40168000,ExeClear-C,2,guaifenesin,,R05CA03,5th level
208531,40168000,ExeClear-C,1,codeine,,R05DA04,5th level
189967,40148010,Execof XP,1,guaifenesin,,R05CA03,5th level
189968,40148010,Execof XP,2,hydrocodone,,R05DA03,5th level
146602,40099318,Exelon,1,rivastigmine,,N06DA03,5th level
189591,40147979,Exetuss HC,3,phenylephrine,,C01CA06,5th level
189589,40147979,Exetuss HC,1,guaifenesin,,R05CA03,5th level
189590,40147979,Exetuss HC,2,hydrocodone,,R05DA03,5th level
179068,40141364,Exforge,1,amlodipine,,C08CA01,5th level
179069,40141364,Exforge,2,valsartan,,C09CA03,5th level
203408,40160343,Exforge HCT,2,hydrochlorothiazide,,C03AA03,5th level
203407,40160343,Exforge HCT,1,amlodipine,,C08CA01,5th level
203409,40160343,Exforge HCT,3,valsartan,,C09CA03,5th level
147757,40100442,Exirel,1,pirbuterol,,R03AC08,5th level
15688,1594123,Exjade,1,deferasirox,deferasirox,V03AC03,5th level
144460,40096815,Exna,1,benzthiazide,,C03XX00,2nd level
61848,40021710,Exo-Tuss,3,phenylephrine,,C01CA06,5th level
61847,40021710,Exo-Tuss,2,hydrocodone,,R05DA03,5th level
61846,40021710,Exo-Tuss,1,chlorpheniramine,chlorphenamine,R06AB04,5th level
265441,43560262,Exodus,1,pyrantel,,P02CC01,5th level
216658,40220755,Exondys,1,eteplirsen,,M09AX06,5th level
206683,40166243,Exosurf,1,colfosceril,colfosceril　palmitate,R07AA01,5th level
35995,37499289,Exparel,1,bupivacaine,,N01BB01,5th level
232429,40234369,Expecta,1,docosahexaenoate,,C10AX06,5th level
34546,37498363,Exservan,1,riluzole,,N07XX02,5th level
26062,35605318,Extavia,1,interferon beta-1b,,L03AB08,5th level
166447,40131781,Extendryl HC,1,guaifenesin,,R05CA03,5th level
166448,40131781,Extendryl HC,2,hydrocodone,,R05DA03,5th level
190808,40148620,Extendryl PEM,2,phenylephrine,,C01CA06,5th level
190807,40148620,Extendryl PEM,1,methscopolamine,methylscopolamine,S01FA03,5th level
175016,40138305,Extendryl PSE,2,pseudoephedrine,,R01BA02,5th level
175015,40138305,Extendryl PSE,1,methscopolamine,methylscopolamine,S01FA03,5th level
175267,40138464,Extra Strength Bayer,1,aspirin,acetylsalicylic acid,B01AC06,5th level
238584,40238874,Extraneal,3,lactate,,A09AA04,5th level
238582,40238874,Extraneal,1,calcium chloride,,A12AA07,5th level
238583,40238874,Extraneal,2,icodextrin,,B05DA00,4th level
86647,40044417,Extussive,1,guaifenesin,,R05CA03,5th level
27805,35606177,Eylea,1,aflibercept,,L01XX44,5th level
16759,1594534,Ez2go Osmotic,1,polyethylene glycol 3350,macrogol,A06AD15,5th level
9136,1361332,Ez2go Stimu-Lax Powder,1,magnesium citrate,magnesium citrate,A02AA01,5th level
252337,42707043,Ez2go Stimu-Lax Tablet,1,bisacodyl,,A06AB02,5th level
43,789821,Ezallor,1,rosuvastatin,,C10AA07,5th level
71989,40031183,Eze D.S.,1,chlorzoxazone,,M03BB03,5th level
88537,40045761,Ezide,1,hydrochlorothiazide,,C03AA03,5th level
39418,40002870,Ezol,1,acetaminophen,paracetamol,N02BE01,5th level
39419,40002870,Ezol,2,butalbital,combinations of barbiturates,N05CB01,5th level
39420,40002870,Ezol,3,caffeine,,N06BC01,5th level
166783,40131916,FA-8,1,folic acid,,B03BB01,5th level
159118,40123907,FS Hemostatic,1,ferric sulfate,ferrous　glycine　sulfate,B03AA01,5th level
247066,42629359,FYCOMPA,1,perampanel,,N03AX22,5th level
99625,40054876,Fabahistin,1,mebhydroline,,R06AX15,5th level
216931,40220945,Fabrazyme,1,agalsidase beta,,A16AB04,5th level
103804,40059633,Factive,1,gemifloxacin,,J01MA15,5th level
89797,40047593,Factrel,1,gonadorelin,,H01CA01,5th level
276088,45776767,Fallback Solo,1,levonorgestrel,,G03AC03,5th level
99352,40054644,Famvir,1,famciclovir,,J05AB09,5th level
43261,40005761,Fanalgic,1,acetaminophen,paracetamol,N02BE01,5th level
203806,40160836,Fanapt,1,iloperidone,,N05AX14,5th level
122515,40075893,Fansidar,1,pyrimethamine,sulfadoxine/pyrimethamine,P01BD01,5th level
197422,40154464,Farbital,1,aspirin,acetylsalicylic acid,B01AC06,5th level
197423,40154464,Farbital,2,butalbital,combinations of barbiturates,N05CB01,5th level
197424,40154464,Farbital,3,caffeine,,N06BC01,5th level
137866,40089869,Fareston,1,toremifene,,L02BA02,5th level
110986,40065621,Farlutal,1,medroxyprogesterone,,G03AC06,5th level
271258,44815995,Farxiga,1,dapagliflozin,,A10BK01,5th level
278104,46221441,Farydak,1,panobinostat,,L01XX42,5th level
33118,37497380,Fasenra,1,benralizumab,,R03DX10,5th level
180685,40142756,Fasprin,1,aspirin,acetylsalicylic acid,B01AC06,5th level
272833,45774691,Fast Heartburn Relief OTC,1,calcium carbonate,,A02AC01,5th level
272835,45774691,Fast Heartburn Relief OTC,3,sodium bicarbonate,,B05CB04,5th level
272834,45774691,Fast Heartburn Relief OTC,2,potassium bicarbonate,,B05XA00,4th level
126127,40078548,Fastin,1,phentermine,,A08AA01,5th level
29968,36249864,Faststat,1,ferric sulfate,ferrous　glycine　sulfate,B03AA01,5th level
276676,45892192,Fatal-Plus,1,pentobarbital,,N05CA01,5th level
152251,40108419,Fazaclo,1,clozapine,,N05AH02,5th level
101032,40056524,Fe 50,1,ferrous sulfate,,B03AA07,5th level
119176,40073415,Fe-Tinic 150,1,polysaccharide iron complex,,B03AX00,3rd level
129089,40081399,Fectrim,2,trimethoprim,,J01EA01,5th level
129088,40081399,Fectrim,1,sulfamethoxazole,,J01EC01,5th level
124468,40077845,Feen-A-Mint,1,phenolphthalein,,A06AB04,5th level
282157,46275903,Feiba,1,anti-inhibitor coagulant complex,,B02BD00,4th level
99373,40054663,Felbatol,1,felbamate,,N03AX10,5th level
124678,40077953,Feldene,1,piroxicam,,M01AC01,5th level
124657,40077950,Feldene Melt,1,piroxicam,,M01AC01,5th level
205759,40164983,Felimazole,1,methimazole,,H03BB02,5th level
18187,1718640,Femadrine,1,acetaminophen,paracetamol,N02BE01,5th level
18188,1718640,Femadrine,2,pamabrom,combinations of xanthines　,R03DA20　,5th level
102943,40058598,Femara,1,letrozole,,L02BG04,5th level
39439,40002871,Femcet,1,acetaminophen,paracetamol,N02BE01,5th level
39440,40002871,Femcet,2,butalbital,combinations of barbiturates,N05CB01,5th level
39441,40002871,Femcet,3,caffeine,,N06BC01,5th level
183352,40144885,Femhrt,1,ethinyl estradiol,ethinylestradiol,G03CA01,5th level
183353,40144885,Femhrt,2,norethindrone,norethisterone　,G03DC02　,5th level
81208,40039152,Femiron,1,ferrous fumarate,,B03AA02,5th level
170563,40134199,Femtest,1,"estrogens, esterified (usp)",,G03AA00,4th level
170564,40134199,Femtest,2,methyltestosterone,,G03BA02,5th level
162163,40128095,Femtrace,1,estradiol,,G03CA03,5th level
99415,40054688,Fenbuzip,1,fenbufen,,M01AE05,5th level
35743,37499228,Fendique,1,phendimetrazine,,A08XX00,2nd level
86206,40044382,Fenex-LA,1,guaifenesin,,R05CA03,5th level
191290,40148857,Fenochol,1,fenofibrate,,C10AB05,5th level
191311,40148858,Fenoglide,1,fenofibrate,,C10AB05,5th level
90868,40048772,Fenoket,1,ketoprofen,,M01AE03,5th level
80326,40038015,Fenopron,1,fenoprofen,,M01AE04,5th level
29065,36249250,Fenortho,1,fenoprofen,,M01AE04,5th level
139231,40090957,Fentamox,1,tamoxifen,,L02BA01,5th level
114577,40068726,Fentazin,1,perphenazine,,N05AB03,5th level
85681,40043680,Fentuss Expectorant,1,guaifenesin,,R05CA03,5th level
85682,40043680,Fentuss Expectorant,2,hydrocodone,,R05DA03,5th level
159812,40125170,Feogen,2,ferrous fumarate,,B03AA02,5th level
159813,40125170,Feogen,3,folic acid,,B03BB01,5th level
159811,40125170,Feogen,1,ascorbic acid,,G01AD03,5th level
173860,40137390,Feoris,1,ketoconazole,,D01AC08,5th level
101221,40056537,Feosol,1,ferrous sulfate,,B03AA07,5th level
198472,40154928,Feosol Caplet,1,iron carbonyl,ferrous carbonate,B03AA04,5th level
81166,40039148,Feostat,1,ferrous fumarate,,B03AA02,5th level
80347,40038016,Fepron,1,fenoprofen,,M01AE04,5th level
101137,40056531,Fer-Gen-Sol,1,ferrous sulfate,,B03AA07,5th level
101158,40056532,Fer-in-Sol,1,ferrous sulfate,,B03AA07,5th level
100927,40056516,Fer-in-Sol TR,1,ferrous sulfate,,B03AA07,5th level
26923,35605696,Feraheme,1,ferumoxytol,,B03AX00,3rd level
99982,40055709,Ferate,1,ferrous gluconate,,B03AA03,5th level
100003,40055710,Fergon,1,ferrous gluconate,,B03AA03,5th level
53279,40012904,Fero-Grad,2,ferrous sulfate,,B03AA07,5th level
53278,40012904,Fero-Grad,1,ascorbic acid,,G01AD03,5th level
101053,40056525,Fero-Gradumet Filmtab,1,ferrous sulfate,,B03AA07,5th level
230477,40233386,Ferocon,2,ferrous fumarate,,B03AA02,5th level
230478,40233386,Ferocon,3,folic acid,,B03BB01,5th level
230476,40233386,Ferocon,1,ascorbic acid,,G01AD03,5th level
219935,40223313,Ferotrin,2,ferrous fumarate,,B03AA02,5th level
219936,40223313,Ferotrin,3,folic acid,,B03BB01,5th level
219934,40223313,Ferotrin,1,ascorbic acid,,G01AD03,5th level
230498,40233387,Ferotrinsic,2,ferrous fumarate,,B03AA02,5th level
230499,40233387,Ferotrinsic,3,folic acid,,B03BB01,5th level
230497,40233387,Ferotrinsic,1,ascorbic acid,,G01AD03,5th level
100948,40056518,Ferra T.D. Caps,1,ferrous sulfate,,B03AA07,5th level
100969,40056519,Ferra-TD,1,ferrous sulfate,,B03AA07,5th level
100024,40055711,Ferralet,1,ferrous gluconate,,B03AA03,5th level
201875,40158053,Ferralet 90,2,docusate,docusate　sodium,A06AA02,5th level
201876,40158053,Ferralet 90,3,folic acid,,B03BB01,5th level
201874,40158053,Ferralet 90,1,ascorbic acid,,G01AD03,5th level
230414,40233378,Ferraplus,2,docusate,docusate　sodium,A06AA02,5th level
230415,40233378,Ferraplus,3,folic acid,,B03BB01,5th level
230413,40233378,Ferraplus,1,ascorbic acid,,G01AD03,5th level
101242,40056538,Ferratab,1,ferrous sulfate,,B03AA07,5th level
219262,40222498,Ferretts IPS,1,iron succinyl milk protein complex,,V03XX00,2nd level
206348,40165830,Ferrex 150 Forte,2,polysaccharide iron complex,,B03AX00,3rd level
206349,40165830,Ferrex 150 Forte,3,vitamin b12,cyanocobalamin,B03BA00,4th level
206347,40165830,Ferrex 150 Forte,1,folic acid,,B03BB01,5th level
230982,40233611,Ferrex 150 Forte Plus,3,ferrous asparto glycinate,,B03AX00,3rd level
230980,40233611,Ferrex 150 Forte Plus,1,calcium ascorbate,calcium chloride　,B05XA07,5th level
197465,40154472,Ferrex 150 Plus,2,polysaccharide iron complex,,B03AX00,3rd level
197464,40154472,Ferrex 150 Plus,1,ascorbic acid,,G01AD03,5th level
119197,40073416,Ferrex-150,1,polysaccharide iron complex,,B03AX00,3rd level
119344,40073426,Ferrimin,1,polysaccharide iron complex,,B03AX00,3rd level
81229,40039154,Ferrimin 150,1,ferrous fumarate,,B03AA02,5th level
21337,35603011,Ferriprox,1,deferiprone,,V03AC02,5th level
17683,1718328,Ferrlecit,1,sodium ferric gluconate complex,ferric sodium gluconate complex,B03AC07,5th level
77260,40035750,Ferro-Sequels,1,docusate,docusate　sodium,A06AA02,5th level
77261,40035750,Ferro-Sequels,2,ferrous fumarate,,B03AA02,5th level
100990,40056520,Ferro-Time,1,ferrous sulfate,,B03AA07,5th level
81250,40039155,Ferrocite,1,ferrous fumarate,,B03AA02,5th level
166636,40131878,Ferrocite F,1,ferrous fumarate,,B03AA02,5th level
166637,40131878,Ferrocite F,2,folic acid,,B03BB01,5th level
195701,40153045,Ferrocite Plus,2,ferrous fumarate,,B03AA02,5th level
195702,40153045,Ferrocite Plus,3,folic acid,,B03BB01,5th level
195700,40153045,Ferrocite Plus,1,copper sulfate,,V03AB20,5th level
81502,40039500,Ferrocontin Continus,1,ferrous glycine sulfate,,B03AA01,5th level
208301,40167871,Ferrogels,2,ferrous fumarate,,B03AA02,5th level
208302,40167871,Ferrogels,3,folic acid,,B03BB01,5th level
208300,40167871,Ferrogels,1,ascorbic acid,,G01AD03,5th level
234907,40236062,Ferronate,1,ferrous gluconate,,B03AA03,5th level
101011,40056521,Ferrospace,1,ferrous sulfate,,B03AA07,5th level
154477,40114641,Fertagyl,1,gonadorelin,,H01CA01,5th level
